ENSOKIG00005024899_1	8533e226991f9c2fca98b358adbc9c53	346	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	173	2.1E-113	T	13-06-2024	-	-	-	-
ENSOTSG00005067668_1	4c3ed07a1c8e8c63596006ef1a8669d8	348	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	173	3.0E-114	T	13-06-2024	-	-	-	-
ENSSTUG00000047676_1	da3a94cdab8a207705d7a1e56a3652cb	339	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	167	339	1.2E-113	T	13-06-2024	-	-	-	-
ENSOTSG00005050463_1	ba124d23bdaded4e06ce7b0537e6bc92	153	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	150	1.9E-52	T	13-06-2024	-	-	-	-
ENSOMYG00000065176_1	3d4245485eebc39fec0e6eb7ed2c28ed	346	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	173	9.0E-113	T	13-06-2024	-	-	-	-
ENSSSAG00000094181_1	30a45724eac982a2182aa3069f72faf3	231	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	9	187	6.1E-58	T	13-06-2024	-	-	-	-
ENSSTUG00000047675_1	033f872e58e000cd53218620a33366c3	339	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	163	5.5E-114	T	13-06-2024	-	-	-	-
ENSHHUG00000025001_1	4c6b9524444642d90083e41947e81948	202	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	4	175	5.0E-60	T	13-06-2024	-	-	-	-
ENSOMYG00000060057_1	af67ce958096d1f7ca5ee895c79f984e	206	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	176	9.2E-59	T	13-06-2024	-	-	-	-
ENSSSAG00000096148_1	c787043159ce2af4a3a4b1e9cd081ae3	339	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	167	339	7.7E-113	T	13-06-2024	-	-	-	-
ENSOMYG00000015941_1	4947bcae7ea7b05ed7a45bcd0a11af01	185	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	13	184	4.0E-55	T	13-06-2024	-	-	-	-
ENSELUG00000029680_1	2f0ba4cded63b34c3acfd0c5770bd9a0	163	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	162	1.2E-52	T	13-06-2024	-	-	-	-
ENSOMYG00000057428_1	1e311960d97c4879a4053ced3f74e3a2	279	MobiDBLite	mobidb-lite	consensus disorder prediction	1	41	-	T	13-06-2024	-	-	-	-
ENSOMYG00000057428_1	1e311960d97c4879a4053ced3f74e3a2	279	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	54	231	6.8E-60	T	13-06-2024	-	-	-	-
ENSOMYG00000057428_1	1e311960d97c4879a4053ced3f74e3a2	279	MobiDBLite	mobidb-lite	consensus disorder prediction	243	266	-	T	13-06-2024	-	-	-	-
ENSOTSG00005041029_1	4f0643bf77448cce19fa5047b3a9851f	217	MobiDBLite	mobidb-lite	consensus disorder prediction	180	204	-	T	13-06-2024	-	-	-	-
ENSOTSG00005041029_1	4f0643bf77448cce19fa5047b3a9851f	217	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	174	2.8E-60	T	13-06-2024	-	-	-	-
ENSSSAG00000096855_1	03f5729ec1835ba96334ba583b16b58c	339	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	168	339	2.8E-106	T	13-06-2024	-	-	-	-
ENSELUG00000040001_1	3bf9e4c5e313c8ee331b340885b8838d	163	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	162	4.5E-51	T	13-06-2024	-	-	-	-
ENSSSAG00000090943_1	a604327515a531ae1588a393bd8183a2	339	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	163	4.4E-114	T	13-06-2024	-	-	-	-
ENSSSAG00000003892_1	d8552c55c1eaa07df7a92a8ef8f7e3d4	201	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	178	1.1E-57	T	13-06-2024	-	-	-	-
ENSSTUG00000047674_1	4a07f7423016a57ee6368a99279fe8f1	339	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	168	339	5.4E-106	T	13-06-2024	-	-	-	-
ENSOKIG00005030366_1	c2a067909d969db6c255e651d65f5640	200	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	3	182	2.2E-59	T	13-06-2024	-	-	-	-
ENSSTUG00000030085_1	eec6f1cc787225d7660887b32f86500e	204	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	4	176	5.4E-60	T	13-06-2024	-	-	-	-
ENSOTSG00005074035_1	3c5dde80390312ac1956f620b558cf43	187	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	176	2.3E-46	T	13-06-2024	-	-	-	-
ENSHHUG00000017704_1	f804aea107c8bf6629edfe00a9ea3c6f	339	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	168	339	4.8E-109	T	13-06-2024	-	-	-	-
ENSHHUG00000045366_1	e8c20b10df58f0643da780d5870a592f	249	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	27	213	2.0E-59	T	13-06-2024	-	-	-	-
ENSHHUG00000045366_1	e8c20b10df58f0643da780d5870a592f	249	MobiDBLite	mobidb-lite	consensus disorder prediction	1	26	-	T	13-06-2024	-	-	-	-
ENSHHUG00000045366_1	e8c20b10df58f0643da780d5870a592f	249	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	13-06-2024	-	-	-	-
ENSSSAG00000105301_1	b5176cd73b551761acd4c507b591bc56	264	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	4	177	2.3E-59	T	13-06-2024	-	-	-	-
ENSOMYG00000062145_1	d5aa2edb9e43f5422a4d0ad27799aa2b	313	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	292	311	-	T	13-06-2024	-	-	-	-
ENSOMYG00000062145_1	d5aa2edb9e43f5422a4d0ad27799aa2b	313	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	312	313	-	T	13-06-2024	-	-	-	-
ENSOMYG00000062145_1	d5aa2edb9e43f5422a4d0ad27799aa2b	313	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	292	311	-	T	13-06-2024	-	-	-	-
ENSOMYG00000062145_1	d5aa2edb9e43f5422a4d0ad27799aa2b	313	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	61	250	5.5E-61	T	13-06-2024	-	-	-	-
ENSOMYG00000062145_1	d5aa2edb9e43f5422a4d0ad27799aa2b	313	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	291	-	T	13-06-2024	-	-	-	-
ENSOMYG00000062145_1	d5aa2edb9e43f5422a4d0ad27799aa2b	313	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	13-06-2024	-	-	-	-
ENSELUG00000010316_1	1d7f2c4be98a150c9bb130d47673bc12	231	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	181	2.4E-57	T	13-06-2024	-	-	-	-
ENSELUG00000010316_1	1d7f2c4be98a150c9bb130d47673bc12	231	MobiDBLite	mobidb-lite	consensus disorder prediction	186	208	-	T	13-06-2024	-	-	-	-
ENSELUG00000035536_1	445102ff00a4ce4c85c28b8aff674131	242	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	181	1.1E-56	T	13-06-2024	-	-	-	-
ENSELUG00000035536_1	445102ff00a4ce4c85c28b8aff674131	242	MobiDBLite	mobidb-lite	consensus disorder prediction	210	232	-	T	13-06-2024	-	-	-	-
ENSHHUG00000012491_1	bdbfff90653b43d792c5a7a71e598ecf	201	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	180	1.8E-57	T	13-06-2024	-	-	-	-
ENSDARG00000111625_1	07a20ee99fc60ecfa3a95b14a407acbf	237	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	5	180	3.4E-70	T	14-06-2024	-	-	-	-
ENSDARG00000111625_1	07a20ee99fc60ecfa3a95b14a407acbf	237	MobiDBLite	mobidb-lite	consensus disorder prediction	207	224	-	T	14-06-2024	-	-	-	-
ENSDARG00000111625_1	07a20ee99fc60ecfa3a95b14a407acbf	237	MobiDBLite	mobidb-lite	consensus disorder prediction	200	224	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078935_1	a94486a8d02ce1c07d00a0bdd0b031e1	233	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	228	233	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078935_1	a94486a8d02ce1c07d00a0bdd0b031e1	233	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	208	227	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078935_1	a94486a8d02ce1c07d00a0bdd0b031e1	233	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	206	227	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078935_1	a94486a8d02ce1c07d00a0bdd0b031e1	233	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	205	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078935_1	a94486a8d02ce1c07d00a0bdd0b031e1	233	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	163	5.5E-58	T	14-06-2024	-	-	-	-
ENSCCRG00000062050_1	ba0f8e650600779518a569ac475ea4c6	204	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	4	181	3.5E-65	T	14-06-2024	-	-	-	-
ENSCCRG00000067409_1	b1fe101128c4f59e024dbbc61b52968c	211	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	162	8.2E-61	T	14-06-2024	-	-	-	-
ENSCCRG00000067409_1	b1fe101128c4f59e024dbbc61b52968c	211	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	189	-	T	14-06-2024	-	-	-	-
ENSCCRG00000067409_1	b1fe101128c4f59e024dbbc61b52968c	211	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	190	209	-	T	14-06-2024	-	-	-	-
ENSCCRG00000067409_1	b1fe101128c4f59e024dbbc61b52968c	211	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	210	211	-	T	14-06-2024	-	-	-	-
ENSCCRG00000067409_1	b1fe101128c4f59e024dbbc61b52968c	211	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	192	209	-	T	14-06-2024	-	-	-	-
ENSCCRG00000060839_1	714a12ef3b85f1a2d2b4c19097831220	193	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	4	167	1.5E-62	T	14-06-2024	-	-	-	-
ENSCCRG00000062057_1	e0cc4796023560ebe3cb5962542c2836	248	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	225	245	-	T	14-06-2024	-	-	-	-
ENSCCRG00000062057_1	e0cc4796023560ebe3cb5962542c2836	248	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	246	248	-	T	14-06-2024	-	-	-	-
ENSCCRG00000062057_1	e0cc4796023560ebe3cb5962542c2836	248	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	221	1.0E-60	T	14-06-2024	-	-	-	-
ENSCCRG00000062057_1	e0cc4796023560ebe3cb5962542c2836	248	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	225	247	-	T	14-06-2024	-	-	-	-
ENSCCRG00000062057_1	e0cc4796023560ebe3cb5962542c2836	248	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	224	-	T	14-06-2024	-	-	-	-
ENSDARG00000115887_1	20b51c977d366cff4e4db4319e65a26d	193	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	173	3.4E-67	T	14-06-2024	-	-	-	-
ENSDARG00000115887_1	20b51c977d366cff4e4db4319e65a26d	193	MobiDBLite	mobidb-lite	consensus disorder prediction	164	186	-	T	14-06-2024	-	-	-	-
ENSOTSG00005023406_1	cfc9427d2ff68f9a5f015ed5ef609a4e	216	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	66	202	3.4E-46	T	14-06-2024	-	-	-	-
ENSELUG00000024107_1	9f6dbf2752631d4891f85768934256a3	222	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	198	-	T	14-06-2024	-	-	-	-
ENSELUG00000024107_1	9f6dbf2752631d4891f85768934256a3	222	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	3	179	1.6E-53	T	14-06-2024	-	-	-	-
ENSELUG00000024107_1	9f6dbf2752631d4891f85768934256a3	222	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	199	218	-	T	14-06-2024	-	-	-	-
ENSELUG00000024107_1	9f6dbf2752631d4891f85768934256a3	222	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	219	222	-	T	14-06-2024	-	-	-	-
ENSELUG00000024107_1	9f6dbf2752631d4891f85768934256a3	222	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	196	218	-	T	14-06-2024	-	-	-	-
ENSCCRG00000070790_1	4b2db3f5419a2201f0450cab608da577	210	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	36	199	4.3E-54	T	14-06-2024	-	-	-	-
ENSELUG00000031289_1	b935c28f9acf465c44c084b43d3ee3ca	264	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	241	261	-	T	14-06-2024	-	-	-	-
ENSELUG00000031289_1	b935c28f9acf465c44c084b43d3ee3ca	264	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	10	182	9.3E-57	T	14-06-2024	-	-	-	-
ENSELUG00000031289_1	b935c28f9acf465c44c084b43d3ee3ca	264	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	239	261	-	T	14-06-2024	-	-	-	-
ENSELUG00000031289_1	b935c28f9acf465c44c084b43d3ee3ca	264	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	240	-	T	14-06-2024	-	-	-	-
ENSELUG00000031289_1	b935c28f9acf465c44c084b43d3ee3ca	264	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	262	264	-	T	14-06-2024	-	-	-	-
ENSCCRG00000064648_1	87f42e2cc5e9b6af9fe814dadfabaca1	167	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	5	159	3.3E-49	T	14-06-2024	-	-	-	-
ENSSSAG00000064337_1	91b3c530dbd6e881c63f61c4e3bbbdeb	274	MobiDBLite	mobidb-lite	consensus disorder prediction	206	237	-	T	14-06-2024	-	-	-	-
ENSSSAG00000064337_1	91b3c530dbd6e881c63f61c4e3bbbdeb	274	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	249	271	-	T	14-06-2024	-	-	-	-
ENSSSAG00000064337_1	91b3c530dbd6e881c63f61c4e3bbbdeb	274	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	248	-	T	14-06-2024	-	-	-	-
ENSSSAG00000064337_1	91b3c530dbd6e881c63f61c4e3bbbdeb	274	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	249	271	-	T	14-06-2024	-	-	-	-
ENSSSAG00000064337_1	91b3c530dbd6e881c63f61c4e3bbbdeb	274	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	272	274	-	T	14-06-2024	-	-	-	-
ENSSSAG00000064337_1	91b3c530dbd6e881c63f61c4e3bbbdeb	274	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	10	185	1.2E-52	T	14-06-2024	-	-	-	-
ENSOKIG00005022613_1	0a8d3df0e8e5e118f0a7bc96901bce73	269	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	9	185	3.4E-53	T	14-06-2024	-	-	-	-
ENSOKIG00005022613_1	0a8d3df0e8e5e118f0a7bc96901bce73	269	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	243	-	T	14-06-2024	-	-	-	-
ENSOKIG00005022613_1	0a8d3df0e8e5e118f0a7bc96901bce73	269	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	244	266	-	T	14-06-2024	-	-	-	-
ENSOKIG00005022613_1	0a8d3df0e8e5e118f0a7bc96901bce73	269	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	244	266	-	T	14-06-2024	-	-	-	-
ENSOKIG00005022613_1	0a8d3df0e8e5e118f0a7bc96901bce73	269	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	267	269	-	T	14-06-2024	-	-	-	-
ENSOKIG00005022613_1	0a8d3df0e8e5e118f0a7bc96901bce73	269	MobiDBLite	mobidb-lite	consensus disorder prediction	207	228	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078957_1	d9d403d22d4a04af6f38667dcfd86c25	254	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	231	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078957_1	d9d403d22d4a04af6f38667dcfd86c25	254	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	232	252	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078957_1	d9d403d22d4a04af6f38667dcfd86c25	254	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	253	254	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078957_1	d9d403d22d4a04af6f38667dcfd86c25	254	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	229	251	-	T	14-06-2024	-	-	-	-
ENSCCRG00000078957_1	d9d403d22d4a04af6f38667dcfd86c25	254	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	221	8.2E-58	T	14-06-2024	-	-	-	-
ENSCCRG00000071482_1	2a9081e3e841cad56389c4173725ff3d	226	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	206	224	-	T	14-06-2024	-	-	-	-
ENSCCRG00000071482_1	2a9081e3e841cad56389c4173725ff3d	226	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	2	196	5.5E-61	T	14-06-2024	-	-	-	-
ENSCCRG00000071482_1	2a9081e3e841cad56389c4173725ff3d	226	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	205	224	-	T	14-06-2024	-	-	-	-
ENSCCRG00000071482_1	2a9081e3e841cad56389c4173725ff3d	226	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	225	226	-	T	14-06-2024	-	-	-	-
ENSCCRG00000071482_1	2a9081e3e841cad56389c4173725ff3d	226	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	205	-	T	14-06-2024	-	-	-	-
ENSCCRG00000077554_1	370ce6fbfdc132ea170d7395d2efc950	256	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	230	-	T	14-06-2024	-	-	-	-
ENSCCRG00000077554_1	370ce6fbfdc132ea170d7395d2efc950	256	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	230	252	-	T	14-06-2024	-	-	-	-
ENSCCRG00000077554_1	370ce6fbfdc132ea170d7395d2efc950	256	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	231	252	-	T	14-06-2024	-	-	-	-
ENSCCRG00000077554_1	370ce6fbfdc132ea170d7395d2efc950	256	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	253	256	-	T	14-06-2024	-	-	-	-
ENSCCRG00000077554_1	370ce6fbfdc132ea170d7395d2efc950	256	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	4	205	3.8E-62	T	14-06-2024	-	-	-	-
ENSCCRG00000077554_1	370ce6fbfdc132ea170d7395d2efc950	256	MobiDBLite	mobidb-lite	consensus disorder prediction	196	218	-	T	14-06-2024	-	-	-	-
ENSCCRG00000074469_1	10975d3379e89a9f7b850bca9b7005bb	256	MobiDBLite	mobidb-lite	consensus disorder prediction	216	243	-	T	14-06-2024	-	-	-	-
ENSCCRG00000074469_1	10975d3379e89a9f7b850bca9b7005bb	256	PANTHER	PTHR38706	SI:CH211-198C19.1-RELATED	20	212	4.2E-67	T	14-06-2024	-	-	-	-
